Title,Category,Release Date,Link
Deutsche Post AG - Interception of cross-border mail,Dominance,Date: 25 Jul 2001,https://db-comp.eu/document_1849.download
La Poste,Dominance,Date: 23 Oct 2001,https://db-comp.eu/document_1850.download
Deutsche Telekom AG,Dominance,Date: 21 May 2003,https://db-comp.eu/document_1851.download
AstraZeneca,Dominance,Date: 15 Jun 2005,https://db-comp.eu/document_1852.download
GVG/FS,Dominance,Date: 27 Aug 2003,https://db-comp.eu/document_1853.download
Poste Italiane,Dominance,Date: 21 Dec 2000,https://db-comp.eu/document_1854.download
Microsoft,Dominance,Date: 24 Mar 2004,https://db-comp.eu/document_1855.download
De Post-La Poste,Dominance,Date: 5 Dec 2001,https://db-comp.eu/document_1856.download
Morgan Stanley Dean Witter/Visa,"Agreement, Dominance",Date: 3 Oct 2007,https://db-comp.eu/document_1857.download
Distrigaz,Dominance,Date: 11 Oct 2007,https://db-comp.eu/document_1858.download
Intel,Dominance,Date: 13 May 2009,https://db-comp.eu/document_1859.download
Clearstream,Dominance,Date: 2 Jun 2004,https://db-comp.eu/document_1860.download
Prokent-Tomra,Dominance,Date: 29 Mar 2006,https://db-comp.eu/document_1861.download
Wanadoo Interactive,Dominance,Date: 16 Jul 2003,https://db-comp.eu/document_1862.download
Greek lignite and electricity markets,Dominance,Date: 5 Mar 2008,https://db-comp.eu/document_1863.download
Greek lignite and electricity markets,Dominance,Date: 4 Aug 2009,https://db-comp.eu/document_1864.download
Greek lignite and electricity markets,Dominance,Date: 17 Apr 2018,https://db-comp.eu/document_1865.download
BDkEP/Deutsche Post AG,Dominance,Date: 20 Oct 2004,https://db-comp.eu/document_1866.download
Wanadoo Espana vs. Telefonica,Dominance,Date: 4 Jul 2007,https://db-comp.eu/document_1867.download
Lundbeck,"Agreement, Dominance",Date: 19 Jun 2013,https://db-comp.eu/document_1868.download
Slovak Telekom,Dominance,Date: 15 Oct 2014,https://db-comp.eu/document_1869.download
Telekomunikacja Polska,Dominance,Date: 22 Jun 2011,https://db-comp.eu/document_1870.download
Slovakian postal,Dominance,Date: 7 Oct 2008,https://db-comp.eu/document_1871.download
Perindopril (Servier),Dominance,Date: 9 Jul 2014,https://db-comp.eu/document_1872.download
Qualcomm (predation),Dominance,Date: 18 Jul 2019,https://db-comp.eu/document_1873.download
Google Search (Shopping),Dominance,Date: 27 Jun 2017,https://db-comp.eu/document_1874.download
ARA Foreclosure,Dominance,Date: 20 Sep 2016,https://db-comp.eu/document_1875.download
Baltic rail,Dominance,Date: 2 Oct 2017,https://db-comp.eu/document_1876.download
Romanian Power Exchange / OPCOM,Dominance,Date: 5 Mar 2014,https://db-comp.eu/document_1877.download
Motorola - Enforcement of GPRS standard essential patent,Dominance,Date: 29 Apr 2014,https://db-comp.eu/document_1878.download
Google Android,Dominance,Date: 18 Jul 2018,https://db-comp.eu/document_1879.download
AB InBev beer trade restrictions,Dominance,Date: 13 May 2019,https://db-comp.eu/document_1880.download
International Skating Unionâ€™s Eligibility rules,"Agreement, Dominance",Date: 8 Dec 2017,https://db-comp.eu/document_1881.download
Qualcomm (Exclusivity Payments),Dominance,Date: 24 Jan 2018,https://db-comp.eu/document_1883.download
Postorderbond/ABN-Amro,Dominance,Date: 8 Sep 1999,https://db-comp.eu/document_1884.download
"Cewal, Cowac and Ukwal",Dominance,Date: 30 Apr 2004,https://db-comp.eu/document_1885.download
GEMA statutes,Dominance,Date: 4 Dec 1981,https://db-comp.eu/document_1886.download
P & I CLUBS,Dominance,Date: 12 Apr 1999,https://db-comp.eu/document_1887.download
Metaleurop SA,Dominance,Date: 26 Jun 1990,https://db-comp.eu/document_1888.download
PELIKAN/ KYOCERA,Dominance,Date: 22 Sep 1995,https://db-comp.eu/document_1890.download
IPS/Pechiney,Dominance,Date: 7 Nov 1996,https://db-comp.eu/document_1891.download
FIA - FIA/FOA - GTR/FIA & others,Dominance,Date: 13 Jun 2001,https://db-comp.eu/document_1893.download
ITT Promedia N.V./Belgacom,Dominance,Date: 21 May 1996,https://db-comp.eu/document_1894.download
Info-Lab/Ricoh,Dominance,Date: 7 Jan 1999,https://db-comp.eu/document_1895.download
Scandlines Sverige AB v Port of Helsingborg,Dominance,Date: 23 Jul 2004,https://db-comp.eu/document_1896.download
Sundbusserne v Port of Helsingborg,Dominance,Date: 23 Jul 2004,https://db-comp.eu/document_1897.download
Alenia / Eurocontrol,Dominance,Date: 12 Feb 2004,https://db-comp.eu/document_1898.download
FENIN,Dominance,Date: 26 Aug 1999,https://db-comp.eu/document_1899.download
UPS/DP and DHL,Dominance,Date: 18 Aug 1999,https://db-comp.eu/document_1900.download
Banghalter & Homem Christo v SACEM,"Agreement, Dominance",Date: 12 Aug 2002,https://db-comp.eu/document_1901.download
Euromax v. IMAX,Dominance,Date: 25 Mar 2004,https://db-comp.eu/document_1902.download
UFEX - La Poste/Chronopost/Republique Francaise,Dominance,Date: 19 Nov 2004,https://db-comp.eu/document_1903.download
De Beers' Supplier of Choice,Dominance,Date: 9 Nov 2002,https://db-comp.eu/document_1904.download
Vega SpA / CIK-FIA,Dominance,Date: 19 Mar 2004,https://db-comp.eu/document_1906.download
Opodo,Dominance,Date: 9 Dec 2002,https://db-comp.eu/document_1907.download
Watch Repair,Dominance,Date: 29 Jul 2014,https://db-comp.eu/document_1908.download
De Beers/DTC Supplier of Choice,Dominance,Date: 5 Jun 2008,https://db-comp.eu/document_1909.download
Printers (EFIM),Dominance,Date: 20 May 2009,https://db-comp.eu/document_1910.download
Protege International / Pernod Ricard,Dominance,Date: 23 Jan 2009,https://db-comp.eu/document_1911.download
CEES/AOP - Repsol,Dominance,Date: 28 Apr 2011,https://db-comp.eu/document_1912.download
Supporters Juventus Turin/ FIGC-CONI-UEFA-FIFA,Dominance,Date: 12 May 2009,https://db-comp.eu/document_1913.download
"Certain joueur de tennis professionnel /Agence mondiale antidopage, ATP Tour Inc. et Fondation Conseil international de l'arbitrage en matiere de sport","Agreement, Dominance",Date: 12 Oct 2009,https://db-comp.eu/document_1914.download
Actis/EOTA,Dominance,Date: 10 Nov 2014,https://db-comp.eu/document_1915.download
EDF wholesale spot electricity market,Dominance,Date: 17 Jul 2014,https://db-comp.eu/document_1916.download
British Airways/American Airlines/Iberia,Dominance,Date: 20 Jun 2011,https://db-comp.eu/document_1917.download
Vivendi & Iliad / France Telecom,Dominance,Date: 2 Jul 2010,https://db-comp.eu/document_1918.download
Certain Formula One engine manufacturers,Dominance,Date: 4 Aug 2011,https://db-comp.eu/document_1919.download
Restrictions concerning ELT books,Dominance,Date: 10 Oct 2012,https://db-comp.eu/document_1920.download
LML Italia Srl e LML Ltd/ Piaggio & C. Spa,Dominance,Date: 8 Oct 2014,https://db-comp.eu/document_1921.download
Omnis/Microsoft,Dominance,Date: 1 Dec 2010,https://db-comp.eu/document_1922.download
Omnis/Microsoft,Dominance,Date: 29 Jan 2016,https://db-comp.eu/document_1923.download
Stanleybet Group/OPAP,Dominance,Date: 19 Dec 2012,https://db-comp.eu/document_1924.download
Volkswagen Group Italia (Audi I),Dominance,Date: 5 Feb 2018,https://db-comp.eu/document_1925.download
Volkswagen Group Italia (Audi II),"Agreement, Dominance",Date: 1 Jul 2016,https://db-comp.eu/document_1926.download
Volkswagen Group Italia (Audi III),"Agreement, Dominance",Date: 1 Jul 2016,https://db-comp.eu/document_1927.download
CONTACT/Dassault & PTC,Dominance,Date: 9 Oct 2015,https://db-comp.eu/document_1928.download
Volkswagen Group Italia (Audi V),"Agreement, Dominance",Date: 1 Jul 2016,https://db-comp.eu/document_1929.download
BASF,Dominance,Date: 19 Jun 2015,https://db-comp.eu/document_1930.download
easyJet/Schiphol,Dominance,Date: 3 May 2013,https://db-comp.eu/document_1931.download
Interactive Lab,Dominance,Date: 11 Apr 2018,https://db-comp.eu/document_1932.download
Ryanair/Dublin Airport Authority and Aer Lingus,Dominance,Date: 17 Oct 2013,https://db-comp.eu/document_1933.download
Numericable Luxembourg,Dominance,Date: 29 Mar 2012,https://db-comp.eu/document_1934.download
Licensing of intellectual property rights for football collectibles,Dominance,Date: 15 Jul 2014,https://db-comp.eu/document_1935.download
Ryanair/AENA,Dominance,Date: 25 Feb 2015,https://db-comp.eu/document_1936.download
LED,Dominance,Date: 25 Oct 2019,https://db-comp.eu/document_1937.download
LED,Dominance,Date: 25 Oct 2019,https://db-comp.eu/document_1938.download
Refusal to provide payment services,Dominance,Date: 23 Jul 2014,https://db-comp.eu/document_1939.download
SU/CEZ,Dominance,Date: 24 Mar 2014,https://db-comp.eu/document_1940.download
Velux,Dominance,Date: 14 Jun 2018,https://db-comp.eu/document_1941.download
Carpenter/Subaru,Dominance,Date: 26 Jun 2018,https://db-comp.eu/document_1942.download
Magyar Suzuki Corporation,Dominance,Date: 14 Oct 2014,https://db-comp.eu/document_1943.download
Estonian Flour Millers,Dominance,Date: 9 Nov 2015,https://db-comp.eu/document_1945.download
Electrical plugs,Dominance,Date: 1 Aug 2014,https://db-comp.eu/document_1946.download
Harada/Clearing Bank foreclosure of money transmittance market,Dominance,Date: 17 May 2017,https://db-comp.eu/document_1948.download
BP Europa,Dominance,Date: 11 Sep 2014,https://db-comp.eu/document_1949.download
Mazda Motors Deutschland,Dominance,Date: 17 Sep 2014,https://db-comp.eu/document_1950.download
MACO,Dominance,Date: 11 Mar 2016,https://db-comp.eu/document_1951.download
Port of Split,Dominance,Date: 28 Nov 2014,https://db-comp.eu/document_1952.download
Krefelder Zement,Dominance,Date: 24 Jul 2017,https://db-comp.eu/document_1953.download
Greek horse race betting,Dominance,Date: 12 Sep 2016,https://db-comp.eu/document_1954.download
Spanish Tobacco,Dominance,Date: 14 Jun 2017,https://db-comp.eu/document_1955.download
Regalsysteme,Dominance,Date: 3 May 2018,https://db-comp.eu/document_1956.download
Aquatrend,Dominance,Date: 21 Jan 2016,https://db-comp.eu/document_1957.download
Air freight handling Warszawa Chopin Airport,Dominance,Date: 28 Jun 2016,https://db-comp.eu/document_1958.download
ANTRAL,Dominance,Date: 11 Apr 2016,https://db-comp.eu/document_1959.download
Bromma Airport,Dominance,Date: 14 Dec 2016,https://db-comp.eu/document_1960.download
Polish gas prices,Dominance,Date: 17 Apr 2019,https://db-comp.eu/document_1961.download
Polish Sands,Dominance,Date: 23 Jul 2019,https://db-comp.eu/document_1962.download
De Beers,Dominance,Date: 22 Feb 2006,https://db-comp.eu/document_1963.download
Rambus,Dominance,Date: 9 Dec 2009,https://db-comp.eu/document_1964.download
Coca-Cola,Dominance,Date: 22 Jun 2005,https://db-comp.eu/document_1965.download
Rio Tinto Alcan,Dominance,Date: 20 Dec 2012,https://db-comp.eu/document_1966.download
ENI,Dominance,Date: 29 Sep 2010,https://db-comp.eu/document_1967.download
Gaz de France,Dominance,Date: 3 Dec 2009,https://db-comp.eu/document_1968.download
E.ON Gas,Dominance,Date: 4 May 2010,https://db-comp.eu/document_1969.download
Swedish Interconnectors,Dominance,Date: 14 Apr 2010,https://db-comp.eu/document_1970.download
Long-term contracts France,Dominance,Date: 17 Mar 2010,https://db-comp.eu/document_1971.download
German Electricity Wholesale Market - German Electricity Balancing Market,Dominance,Date: 26 Nov 2008,https://db-comp.eu/document_1972.download
RWE Gas Foreclosure,Dominance,Date: 18 Mar 2009,https://db-comp.eu/document_1973.download
SHIP CLASSIFICATION,"Agreement, Dominance",Date: 14 Oct 2009,https://db-comp.eu/document_1974.download
Microsoft (tying),Dominance,Date: 16 Dec 2009,https://db-comp.eu/document_1975.download
Standard & Poor's,Dominance,Date: 15 Nov 2011,https://db-comp.eu/document_1976.download
Continental/United/Lufthansa/Air Canada,"Agreement, Dominance",Date: 23 May 2013,https://db-comp.eu/document_1977.download
British Airways/American Airlines/Iberia,"Agreement, Dominance",Date: 14 Jul 2010,https://db-comp.eu/document_1978.download
Reuters Instrument Codes,Dominance,Date: 20 Dec 2012,https://db-comp.eu/document_1979.download
Deutsche Bahn I - II,Dominance,Date: 18 Dec 2013,https://db-comp.eu/document_1980.download
IBM Maintenance Services,Dominance,Date: 13 Dec 2011,https://db-comp.eu/document_1981.download
CEZ,Dominance,Date: 10 Apr 2013,https://db-comp.eu/document_1982.download
BEH ELECTRICITY,Dominance,Date: 10 Dec 2015,https://db-comp.eu/document_1983.download
Upstream gas supplies in Central and Eastern Europe,Dominance,Date: 24 May 2018,https://db-comp.eu/document_1984.download
SAMSUNG - ENFORCEMENT OF UMTS STANDARD ESSENTIAL PATENTS,Dominance,Date: 29 Apr 2014,https://db-comp.eu/document_1985.download
Romanian Gas Interconnectors,Dominance,Date: 6 Mar 2020,https://db-comp.eu/document_1986.download
DE/DK Interconnector,Dominance,Date: 7 Dec 2018,https://db-comp.eu/document_1988.download
ECS/AKZO,Dominance,Date: 29 Jul 1983,https://db-comp.eu/document_1989.download
Sea Containers v. Stena Sealink,Dominance,Date: 21 Dec 1993,https://db-comp.eu/document_1990.download
Irish Continental Group v. CCI Morlaix,Dominance,Date: 16 May 1995,https://db-comp.eu/document_1991.download
NDC Health/IMS HEALTH,Dominance,Date: 3 Jul 2001,https://db-comp.eu/document_1992.download
Broadcom,Dominance,Date: 16 Oct 2019,https://db-comp.eu/document_1993.download
Universal/BMG Music Publishing,Merger,Date: 22 May 2007,https://db-comp.eu/document_1994.download
Siemens/VA Tech,Merger,Date: 13 Jul 2005,https://db-comp.eu/document_1995.download
JOHNSON&JOHNSON/GUIDANT,Merger,Date: 25 Aug 2005,https://db-comp.eu/document_1996.download
E.ON/MOL,Merger,Date: 21 Dec 2005,https://db-comp.eu/document_1997.download
OMYA/HUBER PCC,Merger,Date: 19 Jul 2006,https://db-comp.eu/document_1998.download
DONG/Elsam/Energi E2,Merger,Date: 14 Mar 2006,https://db-comp.eu/document_1999.download
T-Mobile Austria/Tele.ring,Merger,Date: 26 Apr 2006,https://db-comp.eu/document_2000.download
INCO/FALCONBRIDGE,Merger,Date: 4 Jul 2006,https://db-comp.eu/document_2001.download
Gaz de France/Suez,Merger,Date: 14 Nov 2006,https://db-comp.eu/document_2002.download
METSO/AKER KVAERNER,Merger,Date: 12 Dec 2006,https://db-comp.eu/document_2003.download
JCI/Fiamm,Merger,Date: 10 May 2007,https://db-comp.eu/document_2004.download
SFR/Tele2 France,Merger,Date: 18 Jul 2007,https://db-comp.eu/document_2005.download
Arjowiggins/ M-real Zanders Reflex,Merger,Date: 4 Jun 2008,https://db-comp.eu/document_2006.download
KRONOSPAN/CONSTANTIA,Merger,Date: 19 Sep 2007,https://db-comp.eu/document_2007.download
Thomson Corporation/Reuters Group,Merger,Date: 19 Feb 2008,https://db-comp.eu/document_2008.download
STATOILHYDRO/CONOCOPHILLIPS,Merger,Date: 21 Oct 2008,https://db-comp.eu/document_2009.download
ABF/ GBI BUSINESS,Merger,Date: 23 Sep 2008,https://db-comp.eu/document_2010.download
Friesland Foods/Campina,Merger,Date: 17 Dec 2008,https://db-comp.eu/document_2011.download
ARSENAL/DSP,Merger,Date: 9 Jan 2009,https://db-comp.eu/document_2012.download
LUFTHANSA/SN AIRHOLDING,Merger,Date: 22 Jun 2009,https://db-comp.eu/document_2013.download
LUFTHANSA/AUSTRIAN AIRLINES,Merger,Date: 28 Aug 2009,https://db-comp.eu/document_2014.download
UNILEVER/SARA LEE,Merger,Date: 17 Nov 2010,https://db-comp.eu/document_2015.download
SYNGENTA/MONSANTO'S SUNFLOWER SEED BUSINESS,Merger,Date: 17 Nov 2010,https://db-comp.eu/document_2016.download
Western Digital Irland/Viviti Technologies,Merger,Date: 23 Nov 2011,https://db-comp.eu/document_2017.download
Johnson & Johnson/Synthes,Merger,Date: 18 Apr 2012,https://db-comp.eu/document_2018.download
SUDZUCKER/ED&F MAN,Merger,Date: 16 May 2012,https://db-comp.eu/document_2019.download
UTC/GOODRICH,Merger,Date: 26 Jul 2012,https://db-comp.eu/document_2020.download
Universal Music Group/EMI Music,Merger,Date: 21 Sep 2012,https://db-comp.eu/document_2021.download
Outokumpu/INOXUM,Merger,Date: 7 Nov 2012,https://db-comp.eu/document_2022.download
HUTCHISON 3G AUSTRIA/ORANGE AUSTRIA,Merger,Date: 12 Dec 2012,https://db-comp.eu/document_2023.download
MUNKSJÃ– /AHLSTROM,Merger,Date: 24 May 2013,https://db-comp.eu/document_2024.download
Syniverse/MACH,Merger,Date: 29 May 2013,https://db-comp.eu/document_2025.download
PRSfM/ STIM/GEMA/ JV,Merger,Date: 16 Jun 2015,https://db-comp.eu/document_2026.download
INEOS/SOLVAY/JV,Merger,Date: 8 May 2014,https://db-comp.eu/document_2027.download
HUTCHISON 3G UK/TELEFONICA IRELAND,Merger,Date: 28 May 2014,https://db-comp.eu/document_2028.download
LIBERTY GLOBAL/ZIGGO,Merger,Date: 10 Oct 2014,https://db-comp.eu/document_2029.download
TELEFONICA DEUTSCHLAND/ E-PLUS,Merger,Date: 2 Jul 2014,https://db-comp.eu/document_2030.download
HUNTSMAN CORPORATION/EQUITY INTERESTS HELD BY ROCKWOOD HOLDINGS,Merger,Date: 10 Sep 2014,https://db-comp.eu/document_2031.download
LIBERTY GLOBAL/CORELIO/W&W/DE VIJVER MEDIA,Merger,Date: 24 Feb 2015,https://db-comp.eu/document_2032.download
ZIMMER/BIOMET,Merger,Date: 30 Mar 2015,https://db-comp.eu/document_2033.download
GENERAL ELECTRIC/ALSTOM (THERMAL POWER - RENEWABLE POWER & GRID BUSINESS),Merger,Date: 8 Sep 2015,https://db-comp.eu/document_2034.download
DEMB/ MONDELEZ/CHARGER OPCO,Merger,Date: 5 May 2015,https://db-comp.eu/document_2035.download
CARGILL/ADM CHOCOLATE BUSINESS,Merger,Date: 17 Jul 2015,https://db-comp.eu/document_2036.download
ORANGE/JAZZTEL,Merger,Date: 19 May 2015,https://db-comp.eu/document_2037.download
STAPLES/OFFICE DEPOT,Merger,Date: 10 Feb 2016,https://db-comp.eu/document_2038.download
BALL/REXAM,Merger,Date: 15 Jan 2016,https://db-comp.eu/document_2039.download
Liberty Global/BASE Belgium,Merger,Date: 4 Feb 2016,https://db-comp.eu/document_2040.download
ASL/ARIANESPACE,Merger,Date: 20 Jul 2016,https://db-comp.eu/document_2041.download
HUTCHISON 3G ITALY/WIND/JV,Merger,Date: 1 Sep 2016,https://db-comp.eu/document_2042.download
WABTEC/FAIVELEY TRANSPORT,Merger,Date: 4 Oct 2016,https://db-comp.eu/document_2043.download
Dow/DuPont,Merger,Date: 27 Mar 2017,https://db-comp.eu/document_2044.download
CHEMCHINA/SYNGENTA,Merger,Date: 5 Apr 2017,https://db-comp.eu/document_2045.download
Bayer/Monsanto,Merger,Date: 21 Mar 2018,https://db-comp.eu/document_2046.download
QUALCOMM/NXP SEMICONDUCTORS,Merger,Date: 18 Jan 2018,https://db-comp.eu/document_2047.download
ArcelorMittal/Ilva,Merger,Date: 7 May 2018,https://db-comp.eu/document_2048.download
Tronox/Cristal,Merger,Date: 4 Jul 2018,https://db-comp.eu/document_2049.download
BASF/SOLVAY'S EP AND P&I BUSINESS,Merger,Date: 18 Jan 2019,https://db-comp.eu/document_2050.download
THALES/GEMALTO,Merger,Date: 11 Dec 2018,https://db-comp.eu/document_2051.download
VODAFONE/CERTAIN LIBERTY GLOBAL ASSETS,Merger,Date: 18 Jul 2019,https://db-comp.eu/document_2052.download
TELIA COMPANY/BONNIER BROADCASTING HOLDING,Merger,Date: 12 Nov 2019,https://db-comp.eu/document_2053.download
Ciba-Geigy/Sandoz,Merger,Date: 17 Jul 1996,https://db-comp.eu/document_2054.download
Accor/Wagons-Lits,Merger,Date: 28 Apr 1992,https://db-comp.eu/document_2055.download
Varta/Bosch,Merger,Date: 31 Jul 1991,https://db-comp.eu/document_2056.download
Alcatel/Telettra,Merger,Date: 12 Apr 1991,https://db-comp.eu/document_2057.download
Magneti Marelli/CEAc,Merger,Date: 29 May 1991,https://db-comp.eu/document_2058.download
Nestle/Perrier,Merger,Date: 22 Jul 1992,https://db-comp.eu/document_2059.download
Du Pont/ICI,Merger,Date: 30 Sep 1992,https://db-comp.eu/document_2060.download
SHELL/MONTECATINI,Merger,Date: 8 Jun 1994,https://db-comp.eu/document_2061.download
KNP/Buhrmann-Tetterode and VRG,Merger,Date: 5 May 1993,https://db-comp.eu/document_2062.download
Kali- Salz/MdK/Treuhand,Merger,Date: 14 Dec 1993,https://db-comp.eu/document_2063.download
Procter & Gamble/VP Schickedanz (II)),Merger,Date: 21 Jun 1994,https://db-comp.eu/document_2064.download
ABB/Daimler-Benz,Merger,Date: 18 Oct 1995,https://db-comp.eu/document_2066.download
ORKLA/VOLVO,Merger,Date: 20 Sep 1995,https://db-comp.eu/document_2067.download
Crown Cork & Seal/CarnaudMetalbox,Merger,Date: 14 Nov 1995,https://db-comp.eu/document_2068.download
KIMBERLY-CLARK/SCOTT,Merger,Date: 16 Jan 1996,https://db-comp.eu/document_2069.download
Anglo American Corporation/Lonrho,Merger,Date: 23 Apr 1997,https://db-comp.eu/document_2070.download
Coca-Cola Company/Carlsberg,Merger,Date: 11 Sep 1997,https://db-comp.eu/document_2071.download
British Telecom (BT)/MCI (II),Merger,Date: 14 May 1997,https://db-comp.eu/document_2072.download
Boeing/McDonnell Douglas,Merger,Date: 30 Jul 1997,https://db-comp.eu/document_2073.download
Siemens/Elektrowatt,Merger,Date: 18 Nov 1997,https://db-comp.eu/document_2074.download
Guinness/Grand Metropolitan,Merger,Date: 15 Oct 1997,https://db-comp.eu/document_2075.download
Veba/Degussa,Merger,Date: 3 Dec 1997,https://db-comp.eu/document_2076.download
Hoffmann La Roche/Boehringer Mannheim,Merger,Date: 4 Feb 1998,https://db-comp.eu/document_2077.download
Agfa-Gevaert/DuPont,Merger,Date: 11 Feb 1998,https://db-comp.eu/document_2078.download
WorldCom/MCI,Merger,Date: 8 Jul 1998,https://db-comp.eu/document_2079.download
Skanska/Scancem,Merger,Date: 11 Nov 1998,https://db-comp.eu/document_2080.download
Rewe/Meinl,Merger,Date: 3 Feb 1999,https://db-comp.eu/document_2081.download
Danish Crown/Vestjyske Slagterier,Merger,Date: 19 Mar 1999,https://db-comp.eu/document_2082.download
Exxon/Mobil,Merger,Date: 29 Sep 1999,https://db-comp.eu/document_2083.download
TELIA / TELENOR,Merger,Date: 13 Oct 1999,https://db-comp.eu/document_2084.download
BP Amoco/Arco,Merger,Date: 29 Sep 1999,https://db-comp.eu/document_2085.download
Sanitec/Sphinx,Merger,Date: 1 Dec 1999,https://db-comp.eu/document_2086.download
ALLIED SIGNAL / HONEYWELL,Merger,Date: 1 Dec 1999,https://db-comp.eu/document_2087.download
TotalFina/Elf,Merger,Date: 9 Feb 2000,https://db-comp.eu/document_2088.download
Air Liquide/BOC,Merger,Date: 18 Jan 2000,https://db-comp.eu/document_2089.download
MMS /DASA / ASTRIUM,Merger,Date: 21 Mar 2000,https://db-comp.eu/document_2090.download
Linde/AGA,Merger,Date: 9 Feb 2000,https://db-comp.eu/document_2091.download
Alcan/Alusuisse,Merger,Date: 14 Mar 2000,https://db-comp.eu/document_2092.download
DOW CHEMICAL/UNION CARBIDE,Merger,Date: 3 May 2000,https://db-comp.eu/document_2093.download
VEBA/VIAG,Merger,Date: 13 Jun 2000,https://db-comp.eu/document_2094.download
Alcoa/Reynolds,Merger,Date: 3 May 2000,https://db-comp.eu/document_2095.download
Astra Zeneca/Novartis,Merger,Date: 26 Jul 2000,https://db-comp.eu/document_2096.download
INDUSTRI KAPITAL/(NORDKEM)/DYNO,Merger,Date: 12 Jul 2000,https://db-comp.eu/document_2097.download
AOL./TIME WARNER,Merger,Date: 11 Oct 2000,https://db-comp.eu/document_2098.download
EDF/EnBW,Merger,Date: 7 Feb 2001,https://db-comp.eu/document_2099.download
The Post Office/TPG/SPPL,Merger,Date: 13 Mar 2001,https://db-comp.eu/document_2100.download
Metso/Svedala,Merger,Date: 24 Jan 2001,https://db-comp.eu/document_2101.download
Bosch/Rexroth,Merger,Date: 12 Jan 2001,https://db-comp.eu/document_2102.download
Bombardier/ADtranz,Merger,Date: 3 Apr 2001,https://db-comp.eu/document_2103.download
Shell/DEA,Merger,Date: 20 Dec 2001,https://db-comp.eu/document_2104.download
Mitsui/CVRD/Caemi,Merger,Date: 30 Oct 2001,https://db-comp.eu/document_2105.download
GRUPO VILLAR MIR/ENBW/HIDROELÃ‰CTRICA DEL CANTABRICO,Merger,Date: 26 Sep 2001,https://db-comp.eu/document_2106.download
Sudzucker/Saint Louis Sucre),Merger,Date: 20 Dec 2001,https://db-comp.eu/document_2107.download
BP/E.ON,Merger,Date: 20 Dec 2001,https://db-comp.eu/document_2108.download
Bayer / Aventis Crop Science,Merger,Date: 17 Apr 2002,https://db-comp.eu/document_2109.download
Haniel/Ytong,Merger,Date: 9 Apr 2002,https://db-comp.eu/document_2110.download
Haniel/Cementbouw/JV (CVK),Merger,Date: 26 Jun 2002,https://db-comp.eu/document_2111.download
Promatech/Sulzer,Merger,Date: 24 Jul 2002,https://db-comp.eu/document_2112.download
ENBW/ENI/GVS,Merger,Date: 17 Dec 2002,https://db-comp.eu/document_2113.download
Siemens/ Dragerwerk/ JV,Merger,Date: 30 Apr 2003,https://db-comp.eu/document_2114.download
NEWSCORP/ TELEPIU,Merger,Date: 2 Apr 2003,https://db-comp.eu/document_2115.download
DaimlerChrysler/Deutsche Telekom/JV,Merger,Date: 30 Apr 2003,https://db-comp.eu/document_2116.download
Verbund/EnergieAllianz,Merger,Date: 11 Jun 2003,https://db-comp.eu/document_2117.download
DSM/Roche Vitamins,Merger,Date: 23 Jul 2003,https://db-comp.eu/document_2118.download
LAGARDERE / NATEXIS / VUP,Merger,Date: 7 Jan 2004,https://db-comp.eu/document_2119.download
GE/Instrumentarium,Merger,Date: 2 Sep 2003,https://db-comp.eu/document_2120.download
Areva/Urenco/ETC JV,Merger,Date: 6 Oct 2004,https://db-comp.eu/document_2121.download
Sonoco/Ahlstrom,Merger,Date: 6 Oct 2004,https://db-comp.eu/document_2122.download
Continental/Phoenix,Merger,Date: 26 Oct 2004,https://db-comp.eu/document_2123.download
MCI WorldCom/Sprint,Merger,Date: 28 Jun 2000,https://db-comp.eu/document_2124.download
Aerospatiale-Alenia/de Havilland,Merger,Date: 2 Oct 1991,https://db-comp.eu/document_2125.download
MSG Media Service,Merger,Date: 9 Nov 1994,https://db-comp.eu/document_2126.download
Nordic Satellite Distribution,Merger,Date: 19 Jul 1995,https://db-comp.eu/document_2127.download
RTL/Veronica /Endemol,Merger,Date: 20 Sep 1995,https://db-comp.eu/document_2128.download
Gencor/Lonrho,Merger,Date: 24 Apr 1996,https://db-comp.eu/document_2129.download
SaintGobain/Wacker-Chemie/NOM,Merger,Date: 4 Dec 1996,https://db-comp.eu/document_2130.download
Kesko/Tuko,Merger,Date: 20 Nov 1996,https://db-comp.eu/document_2131.download
Blokker/Toys 'R Us,Merger,Date: 26 Jun 1997,https://db-comp.eu/document_2132.download
Bertelsmann/Kirch/Premiere),Merger,Date: 27 May 1998,https://db-comp.eu/document_2133.download
Deutsche Telekom/BetaResearch,Merger,Date: 27 May 1998,https://db-comp.eu/document_2134.download
Airtours/First Choice,Merger,Date: 22 Sep 1999,https://db-comp.eu/document_2135.download
Volvo/Scania,Merger,Date: 15 Mar 2000,https://db-comp.eu/document_2136.download
SCA/METSÃ„ TISSUE,Merger,Date: 31 Jan 2001,https://db-comp.eu/document_2137.download
CVC/Lenzing,Merger,Date: 17 Oct 2001,https://db-comp.eu/document_2138.download
General Electric/ Honeywell,Merger,Date: 3 Jul 2001,https://db-comp.eu/document_2139.download
Schneider/Legrand,Merger,Date: 10 Oct 2001,https://db-comp.eu/document_2140.download
Tetra Laval/Sidel,Merger,Date: 30 Oct 2001,https://db-comp.eu/document_2141.download
ENI/EDP/GDP,Merger,Date: 9 Dec 2004,https://db-comp.eu/document_2142.download
